레벨,SP 증가,누적 SP
794,"100,000,000","74,565,236,579"
795,"100,000,000","74,665,236,579"
796,"100,000,000","74,765,236,579"
797,"100,000,000","74,865,236,579"
798,"100,000,000","74,965,236,579"
799,"100,000,000","75,065,236,579"
800,"100,000,000","75,165,236,579"
801,"100,000,000","75,265,236,579"
802,"100,000,000","75,365,236,579"
803,"100,000,000","75,465,236,579"
804,"100,000,000","75,565,236,579"
805,"100,000,000","75,665,236,579"
806,"100,000,000","75,765,236,579"
807,"100,000,000","75,865,236,579"
808,"100,000,000","75,965,236,579"
809,"100,000,000","76,065,236,579"
810,"100,000,000","76,165,236,579"
811,"100,000,000","76,265,236,579"
812,"100,000,000","76,365,236,579"
813,"100,000,000","76,465,236,579"
814,"100,000,000","76,565,236,579"
815,"100,000,000","76,665,236,579"
816,"100,000,000","76,765,236,579"
817,"100,000,000","76,865,236,579"
818,"100,000,000","76,965,236,579"
819,"100,000,000","77,065,236,579"
820,"100,000,000","77,165,236,579"
821,"100,000,000","77,265,236,579"
822,"100,000,000","77,365,236,579"
823,"100,000,000","77,465,236,579"
824,"100,000,000","77,565,236,579"
825,"100,000,000","77,665,236,579"
826,"100,000,000","77,765,236,579"
827,"100,000,000","77,865,236,579"
828,"100,000,000","77,965,236,579"
829,"100,000,000","78,065,236,579"
830,"100,000,000","78,165,236,579"
831,"100,000,000","78,265,236,579"
832,"100,000,000","78,365,236,579"
833,"100,000,000","78,465,236,579"
834,"100,000,000","78,565,236,579"
835,"100,000,000","78,665,236,579"
836,"100,000,000","78,765,236,579"
837,"100,000,000","78,865,236,579"
838,"100,000,000","78,965,236,579"
839,"100,000,000","79,065,236,579"
840,"100,000,000","79,165,236,579"
841,"100,000,000","79,265,236,579"
842,"100,000,000","79,365,236,579"
843,"100,000,000","79,465,236,579"
844,"100,000,000","79,565,236,579"
845,"100,000,000","79,665,236,579"
846,"100,000,000","79,765,236,579"
847,"100,000,000","79,865,236,579"
848,"100,000,000","79,965,236,579"
849,"100,000,000","80,065,236,579"
850,"100,000,000","80,165,236,579"
851,"100,000,000","80,265,236,579"
852,"100,000,000","80,365,236,579"
853,"100,000,000","80,465,236,579"
854,"100,000,000","80,565,236,579"
855,"100,000,000","80,665,236,579"
856,"100,000,000","80,765,236,579"
857,"100,000,000","80,865,236,579"
858,"100,000,000","80,965,236,579"
859,"100,000,000","81,065,236,579"
860,"100,000,000","81,165,236,579"
861,"100,000,000","81,265,236,579"
862,"100,000,000","81,365,236,579"
863,"100,000,000","81,465,236,579"
864,"100,000,000","81,565,236,579"
865,"100,000,000","81,665,236,579"
866,"100,000,000","81,765,236,579"
867,"100,000,000","81,865,236,579"
868,"100,000,000","81,965,236,579"
869,"100,000,000","82,065,236,579"
870,"100,000,000","82,165,236,579"
871,"100,000,000","82,265,236,579"
872,"100,000,000","82,365,236,579"
873,"100,000,000","82,465,236,579"
874,"100,000,000","82,565,236,579"
875,"100,000,000","82,665,236,579"
876,"100,000,000","82,765,236,579"
877,"100,000,000","82,865,236,579"
878,"100,000,000","82,965,236,579"
879,"100,000,000","83,065,236,579"
880,"100,000,000","83,165,236,579"
881,"100,000,000","83,265,236,579"
882,"100,000,000","83,365,236,579"
883,"100,000,000","83,465,236,579"
884,"100,000,000","83,565,236,579"
885,"100,000,000","83,665,236,579"
886,"100,000,000","83,765,236,579"
887,"100,000,000","83,865,236,579"
888,"100,000,000","83,965,236,579"
889,"100,000,000","84,065,236,579"
890,"100,000,000","84,165,236,579"
891,"100,000,000","84,265,236,579"
892,"100,000,000","84,365,236,579"
893,"100,000,000","84,465,236,579"
894,"100,000,000","84,565,236,579"
895,"100,000,000","84,665,236,579"
896,"100,000,000","84,765,236,579"
897,"100,000,000","84,865,236,579"
898,"100,000,000","84,965,236,579"
899,"100,000,000","85,065,236,579"
900,"100,000,000","85,165,236,579"
901,"100,000,000","85,265,236,579"
902,"100,000,000","85,365,236,579"
903,"100,000,000","85,465,236,579"
904,"100,000,000","85,565,236,579"
905,"100,000,000","85,665,236,579"
906,"100,000,000","85,765,236,579"
907,"100,000,000","85,865,236,579"
908,"100,000,000","85,965,236,579"
909,"100,000,000","86,065,236,579"
910,"100,000,000","86,165,236,579"
911,"100,000,000","86,265,236,579"
912,"100,000,000","86,365,236,579"
913,"100,000,000","86,465,236,579"
914,"100,000,000","86,565,236,579"
915,"100,000,000","86,665,236,579"
916,"100,000,000","86,765,236,579"
917,"100,000,000","86,865,236,579"
918,"100,000,000","86,965,236,579"
919,"100,000,000","87,065,236,579"
920,"100,000,000","87,165,236,579"
921,"100,000,000","87,265,236,579"
922,"100,000,000","87,365,236,579"
923,"100,000,000","87,465,236,579"
924,"100,000,000","87,565,236,579"
925,"100,000,000","87,665,236,579"
926,"100,000,000","87,765,236,579"
927,"100,000,000","87,865,236,579"
928,"100,000,000","87,965,236,579"
929,"100,000,000","88,065,236,579"
930,"100,000,000","88,165,236,579"
931,"100,000,000","88,265,236,579"
932,"100,000,000","88,365,236,579"
933,"100,000,000","88,465,236,579"
934,"100,000,000","88,565,236,579"
935,"100,000,000","88,665,236,579"
936,"100,000,000","88,765,236,579"
937,"100,000,000","88,865,236,579"
938,"100,000,000","88,965,236,579"
939,"100,000,000","89,065,236,579"
940,"100,000,000","89,165,236,579"
941,"100,000,000","89,265,236,579"
942,"100,000,000","89,365,236,579"
943,"100,000,000","89,465,236,579"
944,"100,000,000","89,565,236,579"
945,"100,000,000","89,665,236,579"
946,"100,000,000","89,765,236,579"
947,"100,000,000","89,865,236,579"
948,"100,000,000","89,965,236,579"
949,"100,000,000","90,065,236,579"
950,"100,000,000","90,165,236,579"
951,"100,000,000","90,265,236,579"
952,"100,000,000","90,365,236,579"
953,"100,000,000","90,465,236,579"
954,"100,000,000","90,565,236,579"
955,"100,000,000","90,665,236,579"
956,"100,000,000","90,765,236,579"
957,"100,000,000","90,865,236,579"
958,"100,000,000","90,965,236,579"
959,"100,000,000","91,065,236,579"
960,"100,000,000","91,165,236,579"
961,"100,000,000","91,265,236,579"
962,"100,000,000","91,365,236,579"
963,"100,000,000","91,465,236,579"
964,"100,000,000","91,565,236,579"
965,"100,000,000","91,665,236,579"
966,"100,000,000","91,765,236,579"
967,"100,000,000","91,865,236,579"
968,"100,000,000","91,965,236,579"
969,"100,000,000","92,065,236,579"
970,"100,000,000","92,165,236,579"
971,"100,000,000","92,265,236,579"
972,"100,000,000","92,365,236,579"
973,"100,000,000","92,465,236,579"
974,"100,000,000","92,565,236,579"
975,"100,000,000","92,665,236,579"
976,"100,000,000","92,765,236,579"
977,"100,000,000","92,865,236,579"
978,"100,000,000","92,965,236,579"
979,"100,000,000","93,065,236,579"
980,"100,000,000","93,165,236,579"
981,"100,000,000","93,265,236,579"
982,"100,000,000","93,365,236,579"
983,"100,000,000","93,465,236,579"
984,"100,000,000","93,565,236,579"
985,"100,000,000","93,665,236,579"
986,"100,000,000","93,765,236,579"
987,"100,000,000","93,865,236,579"
988,"100,000,000","93,965,236,579"
989,"100,000,000","94,065,236,579"
990,"100,000,000","94,165,236,579"
991,"100,000,000","94,265,236,579"
992,"100,000,000","94,365,236,579"
993,"100,000,000","94,465,236,579"
994,"100,000,000","94,565,236,579"
995,"100,000,000","94,665,236,579"
996,"100,000,000","94,765,236,579"
997,"100,000,000","94,865,236,579"
998,"100,000,000","94,965,236,579"
999,"100,000,000","95,065,236,579"
"1,000","100,000,000","95,165,236,579"
"1,001","100,000,000","95,265,236,579"
"1,002","100,000,000","95,365,236,579"
"1,003","100,000,000","95,465,236,579"
"1,004","100,000,000","95,565,236,579"
"1,005","100,000,000","95,665,236,579"
"1,006","100,000,000","95,765,236,579"
"1,007","100,000,000","95,865,236,579"
"1,008","100,000,000","95,965,236,579"
"1,009","100,000,000","96,065,236,579"
"1,010","100,000,000","96,165,236,579"
"1,011","100,000,000","96,265,236,579"
"1,012","100,000,000","96,365,236,579"
"1,013","100,000,000","96,465,236,579"
"1,014","100,000,000","96,565,236,579"
"1,015","100,000,000","96,665,236,579"
"1,016","100,000,000","96,765,236,579"
"1,017","100,000,000","96,865,236,579"
"1,018","100,000,000","96,965,236,579"
"1,019","100,000,000","97,065,236,579"
"1,020","100,000,000","97,165,236,579"
"1,021","100,000,000","97,265,236,579"
"1,022","100,000,000","97,365,236,579"
"1,023","100,000,000","97,465,236,579"
"1,024","100,000,000","97,565,236,579"
"1,025","100,000,000","97,665,236,579"
"1,026","100,000,000","97,765,236,579"
"1,027","100,000,000","97,865,236,579"
"1,028","100,000,000","97,965,236,579"
"1,029","100,000,000","98,065,236,579"
"1,030","100,000,000","98,165,236,579"
"1,031","100,000,000","98,265,236,579"
"1,032","100,000,000","98,365,236,579"
"1,033","100,000,000","98,465,236,579"
"1,034","100,000,000","98,565,236,579"
"1,035","100,000,000","98,665,236,579"
"1,036","100,000,000","98,765,236,579"
"1,037","100,000,000","98,865,236,579"
"1,038","100,000,000","98,965,236,579"
"1,039","100,000,000","99,065,236,579"
"1,040","100,000,000","99,165,236,579"
"1,041","100,000,000","99,265,236,579"
"1,042","100,000,000","99,365,236,579"
"1,043","100,000,000","99,465,236,579"
"1,044","100,000,000","99,565,236,579"
"1,045","100,000,000","99,665,236,579"
"1,046","100,000,000","99,765,236,579"
"1,047","100,000,000","99,865,236,579"
"1,048","100,000,000","99,965,236,579"
"1,049","100,000,000","100,065,236,579"
"1,050","100,000,000","100,165,236,579"
"1,051","100,000,000","100,265,236,579"
"1,052","100,000,000","100,365,236,579"
"1,053","100,000,000","100,465,236,579"
"1,054","100,000,000","100,565,236,579"
"1,055","100,000,000","100,665,236,579"
"1,056","100,000,000","100,765,236,579"
"1,057","100,000,000","100,865,236,579"
"1,058","100,000,000","100,965,236,579"
"1,059","100,000,000","101,065,236,579"
"1,060","100,000,000","101,165,236,579"
"1,061","100,000,000","101,265,236,579"
"1,062","100,000,000","101,365,236,579"
"1,063","100,000,000","101,465,236,579"
"1,064","100,000,000","101,565,236,579"
"1,065","100,000,000","101,665,236,579"
"1,066","100,000,000","101,765,236,579"
"1,067","100,000,000","101,865,236,579"
"1,068","100,000,000","101,965,236,579"
"1,069","100,000,000","102,065,236,579"
"1,070","100,000,000","102,165,236,579"
"1,071","100,000,000","102,265,236,579"
"1,072","100,000,000","102,365,236,579"
"1,073","100,000,000","102,465,236,579"
"1,074","100,000,000","102,565,236,579"
"1,075","100,000,000","102,665,236,579"
"1,076","100,000,000","102,765,236,579"
"1,077","100,000,000","102,865,236,579"
"1,078","100,000,000","102,965,236,579"
"1,079","100,000,000","103,065,236,579"
"1,080","100,000,000","103,165,236,579"
"1,081","100,000,000","103,265,236,579"
"1,082","100,000,000","103,365,236,579"
"1,083","100,000,000","103,465,236,579"
"1,084","100,000,000","103,565,236,579"
"1,085","100,000,000","103,665,236,579"
"1,086","100,000,000","103,765,236,579"
"1,087","100,000,000","103,865,236,579"
"1,088","100,000,000","103,965,236,579"
"1,089","100,000,000","104,065,236,579"
"1,090","100,000,000","104,165,236,579"
"1,091","100,000,000","104,265,236,579"
"1,092","100,000,000","104,365,236,579"
"1,093","100,000,000","104,465,236,579"
"1,094","100,000,000","104,565,236,579"
"1,095","100,000,000","104,665,236,579"
"1,096","100,000,000","104,765,236,579"
"1,097","100,000,000","104,865,236,579"
"1,098","100,000,000","104,965,236,579"
"1,099","100,000,000","105,065,236,579"
"1,100","100,000,000","105,165,236,579"
"1,101","100,000,000","105,265,236,579"
"1,102","100,000,000","105,365,236,579"
"1,103","100,000,000","105,465,236,579"
"1,104","100,000,000","105,565,236,579"
"1,105","100,000,000","105,665,236,579"
"1,106","100,000,000","105,765,236,579"
"1,107","100,000,000","105,865,236,579"
"1,108","100,000,000","105,965,236,579"
"1,109","100,000,000","106,065,236,579"
"1,110","100,000,000","106,165,236,579"
"1,111","100,000,000","106,265,236,579"
"1,112","100,000,000","106,365,236,579"
"1,113","100,000,000","106,465,236,579"
"1,114","100,000,000","106,565,236,579"
"1,115","100,000,000","106,665,236,579"
"1,116","100,000,000","106,765,236,579"
"1,117","100,000,000","106,865,236,579"
"1,118","100,000,000","106,965,236,579"
"1,119","100,000,000","107,065,236,579"
"1,120","100,000,000","107,165,236,579"
"1,121","100,000,000","107,265,236,579"
"1,122","100,000,000","107,365,236,579"
"1,123","100,000,000","107,465,236,579"
"1,124","100,000,000","107,565,236,579"
"1,125","100,000,000","107,665,236,579"
"1,126","100,000,000","107,765,236,579"
"1,127","100,000,000","107,865,236,579"
"1,128","100,000,000","107,965,236,579"
"1,129","100,000,000","108,065,236,579"
"1,130","100,000,000","108,165,236,579"
"1,131","100,000,000","108,265,236,579"
"1,132","100,000,000","108,365,236,579"
"1,133","100,000,000","108,465,236,579"
"1,134","100,000,000","108,565,236,579"
"1,135","100,000,000","108,665,236,579"
"1,136","100,000,000","108,765,236,579"
"1,137","100,000,000","108,865,236,579"
"1,138","100,000,000","108,965,236,579"
"1,139","100,000,000","109,065,236,579"
"1,140","100,000,000","109,165,236,579"
"1,141","100,000,000","109,265,236,579"
"1,142","100,000,000","109,365,236,579"
"1,143","100,000,000","109,465,236,579"
"1,144","100,000,000","109,565,236,579"
"1,145","100,000,000","109,665,236,579"
"1,146","100,000,000","109,765,236,579"
"1,147","100,000,000","109,865,236,579"
"1,148","100,000,000","109,965,236,579"
"1,149","100,000,000","110,065,236,579"
"1,150","100,000,000","110,165,236,579"
"1,151","100,000,000","110,265,236,579"
"1,152","100,000,000","110,365,236,579"
"1,153","100,000,000","110,465,236,579"
"1,154","100,000,000","110,565,236,579"
"1,155","100,000,000","110,665,236,579"
"1,156","100,000,000","110,765,236,579"
"1,157","100,000,000","110,865,236,579"
"1,158","100,000,000","110,965,236,579"
"1,159","100,000,000","111,065,236,579"
"1,160","100,000,000","111,165,236,579"
"1,161","100,000,000","111,265,236,579"
"1,162","100,000,000","111,365,236,579"
"1,163","100,000,000","111,465,236,579"
"1,164","100,000,000","111,565,236,579"
"1,165","100,000,000","111,665,236,579"
"1,166","100,000,000","111,765,236,579"
"1,167","100,000,000","111,865,236,579"
"1,168","100,000,000","111,965,236,579"
"1,169","100,000,000","112,065,236,579"
"1,170","100,000,000","112,165,236,579"
"1,171","100,000,000","112,265,236,579"
"1,172","100,000,000","112,365,236,579"
"1,173","100,000,000","112,465,236,579"
"1,174","100,000,000","112,565,236,579"
"1,175","100,000,000","112,665,236,579"
"1,176","100,000,000","112,765,236,579"
"1,177","100,000,000","112,865,236,579"
"1,178","100,000,000","112,965,236,579"
"1,179","100,000,000","113,065,236,579"
"1,180","100,000,000","113,165,236,579"
"1,181","100,000,000","113,265,236,579"
"1,182","100,000,000","113,365,236,579"
"1,183","100,000,000","113,465,236,579"
"1,184","100,000,000","113,565,236,579"
"1,185","100,000,000","113,665,236,579"
"1,186","100,000,000","113,765,236,579"
"1,187","100,000,000","113,865,236,579"
"1,188","100,000,000","113,965,236,579"
"1,189","100,000,000","114,065,236,579"
"1,190","100,000,000","114,165,236,579"
"1,191","100,000,000","114,265,236,579"
"1,192","100,000,000","114,365,236,579"
"1,193","100,000,000","114,465,236,579"
"1,194","100,000,000","114,565,236,579"
"1,195","100,000,000","114,665,236,579"
"1,196","100,000,000","114,765,236,579"
"1,197","100,000,000","114,865,236,579"
"1,198","100,000,000","114,965,236,579"
"1,199","100,000,000","115,065,236,579"
"1,200","100,000,000","115,165,236,579"
"1,201","100,000,000","115,265,236,579"
"1,202","100,000,000","115,365,236,579"
"1,203","100,000,000","115,465,236,579"
"1,204","100,000,000","115,565,236,579"
"1,205","100,000,000","115,665,236,579"
"1,206","100,000,000","115,765,236,579"
"1,207","100,000,000","115,865,236,579"
"1,208","100,000,000","115,965,236,579"
"1,209","100,000,000","116,065,236,579"
"1,210","100,000,000","116,165,236,579"
"1,211","100,000,000","116,265,236,579"
"1,212","100,000,000","116,365,236,579"
"1,213","100,000,000","116,465,236,579"
"1,214","100,000,000","116,565,236,579"
"1,215","100,000,000","116,665,236,579"
"1,216","100,000,000","116,765,236,579"
"1,217","100,000,000","116,865,236,579"
"1,218","100,000,000","116,965,236,579"
"1,219","100,000,000","117,065,236,579"
"1,220","100,000,000","117,165,236,579"
"1,221","100,000,000","117,265,236,579"
"1,222","100,000,000","117,365,236,579"
"1,223","100,000,000","117,465,236,579"
"1,224","100,000,000","117,565,236,579"
"1,225","100,000,000","117,665,236,579"
"1,226","100,000,000","117,765,236,579"
"1,227","100,000,000","117,865,236,579"
"1,228","100,000,000","117,965,236,579"
"1,229","100,000,000","118,065,236,579"
"1,230","100,000,000","118,165,236,579"
"1,231","100,000,000","118,265,236,579"
"1,232","100,000,000","118,365,236,579"
"1,233","100,000,000","118,465,236,579"
"1,234","100,000,000","118,565,236,579"
"1,235","100,000,000","118,665,236,579"
"1,236","100,000,000","118,765,236,579"
"1,237","100,000,000","118,865,236,579"
"1,238","100,000,000","118,965,236,579"
"1,239","100,000,000","119,065,236,579"
"1,240","100,000,000","119,165,236,579"
"1,241","100,000,000","119,265,236,579"
"1,242","100,000,000","119,365,236,579"
"1,243","100,000,000","119,465,236,579"
"1,244","100,000,000","119,565,236,579"
"1,245","100,000,000","119,665,236,579"
"1,246","100,000,000","119,765,236,579"
"1,247","100,000,000","119,865,236,579"
"1,248","100,000,000","119,965,236,579"
"1,249","100,000,000","120,065,236,579"
"1,250","100,000,000","120,165,236,579"
"1,251","100,000,000","120,265,236,579"
"1,252","100,000,000","120,365,236,579"
"1,253","100,000,000","120,465,236,579"
"1,254","100,000,000","120,565,236,579"
"1,255","100,000,000","120,665,236,579"
"1,256","100,000,000","120,765,236,579"
"1,257","100,000,000","120,865,236,579"
"1,258","100,000,000","120,965,236,579"
"1,259","100,000,000","121,065,236,579"
"1,260","100,000,000","121,165,236,579"
"1,261","100,000,000","121,265,236,579"
"1,262","100,000,000","121,365,236,579"
"1,263","100,000,000","121,465,236,579"
"1,264","100,000,000","121,565,236,579"
"1,265","100,000,000","121,665,236,579"
"1,266","100,000,000","121,765,236,579"
"1,267","100,000,000","121,865,236,579"
"1,268","100,000,000","121,965,236,579"
"1,269","100,000,000","122,065,236,579"
"1,270","100,000,000","122,165,236,579"
"1,271","100,000,000","122,265,236,579"
"1,272","100,000,000","122,365,236,579"
"1,273","100,000,000","122,465,236,579"
"1,274","100,000,000","122,565,236,579"
"1,275","100,000,000","122,665,236,579"
"1,276","100,000,000","122,765,236,579"
"1,277","100,000,000","122,865,236,579"
"1,278","100,000,000","122,965,236,579"
"1,279","100,000,000","123,065,236,579"
"1,280","100,000,000","123,165,236,579"
"1,281","100,000,000","123,265,236,579"
"1,282","100,000,000","123,365,236,579"
"1,283","100,000,000","123,465,236,579"
"1,284","100,000,000","123,565,236,579"
"1,285","100,000,000","123,665,236,579"
"1,286","100,000,000","123,765,236,579"
"1,287","100,000,000","123,865,236,579"
"1,288","100,000,000","123,965,236,579"
"1,289","100,000,000","124,065,236,579"
"1,290","100,000,000","124,165,236,579"
"1,291","100,000,000","124,265,236,579"
"1,292","100,000,000","124,365,236,579"
"1,293","100,000,000","124,465,236,579"
"1,294","100,000,000","124,565,236,579"
"1,295","100,000,000","124,665,236,579"
"1,296","100,000,000","124,765,236,579"
"1,297","100,000,000","124,865,236,579"
"1,298","100,000,000","124,965,236,579"
"1,299","100,000,000","125,065,236,579"
"1,300","100,000,000","125,165,236,579"
"1,301","100,000,000","125,265,236,579"
"1,302","100,000,000","125,365,236,579"
"1,303","100,000,000","125,465,236,579"
"1,304","100,000,000","125,565,236,579"
"1,305","100,000,000","125,665,236,579"
"1,306","100,000,000","125,765,236,579"
"1,307","100,000,000","125,865,236,579"
"1,308","100,000,000","125,965,236,579"
"1,309","100,000,000","126,065,236,579"
"1,310","100,000,000","126,165,236,579"
"1,311","100,000,000","126,265,236,579"
"1,312","100,000,000","126,365,236,579"
"1,313","100,000,000","126,465,236,579"
"1,314","100,000,000","126,565,236,579"
"1,315","100,000,000","126,665,236,579"
"1,316","100,000,000","126,765,236,579"
"1,317","100,000,000","126,865,236,579"
"1,318","100,000,000","126,965,236,579"
"1,319","100,000,000","127,065,236,579"
"1,320","100,000,000","127,165,236,579"
"1,321","100,000,000","127,265,236,579"
"1,322","100,000,000","127,365,236,579"
"1,323","100,000,000","127,465,236,579"
"1,324","100,000,000","127,565,236,579"
"1,325","100,000,000","127,665,236,579"
"1,326","100,000,000","127,765,236,579"
"1,327","100,000,000","127,865,236,579"
"1,328","100,000,000","127,965,236,579"
"1,329","100,000,000","128,065,236,579"
"1,330","100,000,000","128,165,236,579"
"1,331","100,000,000","128,265,236,579"
"1,332","100,000,000","128,365,236,579"
"1,333","100,000,000","128,465,236,579"
"1,334","100,000,000","128,565,236,579"
"1,335","100,000,000","128,665,236,579"
"1,336","100,000,000","128,765,236,579"
"1,337","100,000,000","128,865,236,579"
"1,338","100,000,000","128,965,236,579"
"1,339","100,000,000","129,065,236,579"
"1,340","100,000,000","129,165,236,579"
"1,341","100,000,000","129,265,236,579"
"1,342","100,000,000","129,365,236,579"
"1,343","100,000,000","129,465,236,579"
"1,344","100,000,000","129,565,236,579"
"1,345","100,000,000","129,665,236,579"
"1,346","100,000,000","129,765,236,579"
"1,347","100,000,000","129,865,236,579"
"1,348","100,000,000","129,965,236,579"
"1,349","100,000,000","130,065,236,579"
"1,350","100,000,000","130,165,236,579"
"1,351","100,000,000","130,265,236,579"
"1,352","100,000,000","130,365,236,579"
"1,353","100,000,000","130,465,236,579"
"1,354","100,000,000","130,565,236,579"
"1,355","100,000,000","130,665,236,579"
"1,356","100,000,000","130,765,236,579"
"1,357","100,000,000","130,865,236,579"
"1,358","100,000,000","130,965,236,579"
"1,359","100,000,000","131,065,236,579"
"1,360","100,000,000","131,165,236,579"
"1,361","100,000,000","131,265,236,579"
"1,362","100,000,000","131,365,236,579"
"1,363","100,000,000","131,465,236,579"
"1,364","100,000,000","131,565,236,579"
"1,365","100,000,000","131,665,236,579"
"1,366","100,000,000","131,765,236,579"
"1,367","100,000,000","131,865,236,579"
"1,368","100,000,000","131,965,236,579"
"1,369","100,000,000","132,065,236,579"
"1,370","100,000,000","132,165,236,579"
"1,371","100,000,000","132,265,236,579"
"1,372","100,000,000","132,365,236,579"
"1,373","100,000,000","132,465,236,579"
"1,374","100,000,000","132,565,236,579"
"1,375","100,000,000","132,665,236,579"
"1,376","100,000,000","132,765,236,579"
"1,377","100,000,000","132,865,236,579"
"1,378","100,000,000","132,965,236,579"
"1,379","100,000,000","133,065,236,579"
"1,380","100,000,000","133,165,236,579"
"1,381","100,000,000","133,265,236,579"
"1,382","100,000,000","133,365,236,579"
"1,383","100,000,000","133,465,236,579"
"1,384","100,000,000","133,565,236,579"
"1,385","100,000,000","133,665,236,579"
"1,386","100,000,000","133,765,236,579"
"1,387","100,000,000","133,865,236,579"
"1,388","100,000,000","133,965,236,579"
"1,389","100,000,000","134,065,236,579"
"1,390","100,000,000","134,165,236,579"
"1,391","100,000,000","134,265,236,579"
"1,392","100,000,000","134,365,236,579"
"1,393","100,000,000","134,465,236,579"
"1,394","100,000,000","134,565,236,579"
"1,395","100,000,000","134,665,236,579"
"1,396","100,000,000","134,765,236,579"
"1,397","100,000,000","134,865,236,579"
"1,398","100,000,000","134,965,236,579"
"1,399","100,000,000","135,065,236,579"
"1,400","100,000,000","135,165,236,579"
"1,401","100,000,000","135,265,236,579"
"1,402","100,000,000","135,365,236,579"
"1,403","100,000,000","135,465,236,579"
"1,404","100,000,000","135,565,236,579"
"1,405","100,000,000","135,665,236,579"
"1,406","100,000,000","135,765,236,579"
"1,407","100,000,000","135,865,236,579"
"1,408","100,000,000","135,965,236,579"
"1,409","100,000,000","136,065,236,579"
"1,410","100,000,000","136,165,236,579"
"1,411","100,000,000","136,265,236,579"
"1,412","100,000,000","136,365,236,579"
"1,413","100,000,000","136,465,236,579"
"1,414","100,000,000","136,565,236,579"
"1,415","100,000,000","136,665,236,579"
"1,416","100,000,000","136,765,236,579"
"1,417","100,000,000","136,865,236,579"
"1,418","100,000,000","136,965,236,579"
"1,419","100,000,000","137,065,236,579"
"1,420","100,000,000","137,165,236,579"
"1,421","100,000,000","137,265,236,579"
"1,422","100,000,000","137,365,236,579"
"1,423","100,000,000","137,465,236,579"
"1,424","100,000,000","137,565,236,579"
"1,425","100,000,000","137,665,236,579"
"1,426","100,000,000","137,765,236,579"
"1,427","100,000,000","137,865,236,579"
"1,428","100,000,000","137,965,236,579"
"1,429","100,000,000","138,065,236,579"
"1,430","100,000,000","138,165,236,579"
"1,431","100,000,000","138,265,236,579"
"1,432","100,000,000","138,365,236,579"
"1,433","100,000,000","138,465,236,579"
"1,434","100,000,000","138,565,236,579"
"1,435","100,000,000","138,665,236,579"
"1,436","100,000,000","138,765,236,579"
"1,437","100,000,000","138,865,236,579"
"1,438","100,000,000","138,965,236,579"
"1,439","100,000,000","139,065,236,579"
"1,440","100,000,000","139,165,236,579"
"1,441","100,000,000","139,265,236,579"
"1,442","100,000,000","139,365,236,579"
"1,443","100,000,000","139,465,236,579"
"1,444","100,000,000","139,565,236,579"
"1,445","100,000,000","139,665,236,579"
"1,446","100,000,000","139,765,236,579"
"1,447","100,000,000","139,865,236,579"
"1,448","100,000,000","139,965,236,579"
"1,449","100,000,000","140,065,236,579"
"1,450","100,000,000","140,165,236,579"
"1,451","100,000,000","140,265,236,579"
"1,452","100,000,000","140,365,236,579"
"1,453","100,000,000","140,465,236,579"
"1,454","100,000,000","140,565,236,579"
"1,455","100,000,000","140,665,236,579"
"1,456","100,000,000","140,765,236,579"
"1,457","100,000,000","140,865,236,579"
"1,458","100,000,000","140,965,236,579"
"1,459","100,000,000","141,065,236,579"
"1,460","100,000,000","141,165,236,579"
"1,461","100,000,000","141,265,236,579"
"1,462","100,000,000","141,365,236,579"
"1,463","100,000,000","141,465,236,579"
"1,464","100,000,000","141,565,236,579"
"1,465","100,000,000","141,665,236,579"
"1,466","100,000,000","141,765,236,579"
"1,467","100,000,000","141,865,236,579"
"1,468","100,000,000","141,965,236,579"
"1,469","100,000,000","142,065,236,579"
"1,470","100,000,000","142,165,236,579"
"1,471","100,000,000","142,265,236,579"
"1,472","100,000,000","142,365,236,579"
"1,473","100,000,000","142,465,236,579"
"1,474","100,000,000","142,565,236,579"
"1,475","100,000,000","142,665,236,579"
"1,476","100,000,000","142,765,236,579"
"1,477","100,000,000","142,865,236,579"
"1,478","100,000,000","142,965,236,579"
"1,479","100,000,000","143,065,236,579"
"1,480","100,000,000","143,165,236,579"
"1,481","100,000,000","143,265,236,579"
"1,482","100,000,000","143,365,236,579"
"1,483","100,000,000","143,465,236,579"
"1,484","100,000,000","143,565,236,579"
"1,485","100,000,000","143,665,236,579"
"1,486","100,000,000","143,765,236,579"
"1,487","100,000,000","143,865,236,579"
"1,488","100,000,000","143,965,236,579"
"1,489","100,000,000","144,065,236,579"
"1,490","100,000,000","144,165,236,579"
"1,491","100,000,000","144,265,236,579"
"1,492","100,000,000","144,365,236,579"
"1,493","100,000,000","144,465,236,579"
"1,494","100,000,000","144,565,236,579"
"1,495","100,000,000","144,665,236,579"
"1,496","100,000,000","144,765,236,579"
"1,497","100,000,000","144,865,236,579"
"1,498","100,000,000","144,965,236,579"
"1,499","100,000,000","145,065,236,579"
"1,500","100,000,000","145,165,236,579"
"1,501","100,000,000","145,265,236,579"
"1,502","100,000,000","145,365,236,579"
"1,503","100,000,000","145,465,236,579"
"1,504","100,000,000","145,565,236,579"
"1,505","100,000,000","145,665,236,579"
"1,506","100,000,000","145,765,236,579"
"1,507","100,000,000","145,865,236,579"
"1,508","100,000,000","145,965,236,579"
"1,509","100,000,000","146,065,236,579"
"1,510","100,000,000","146,165,236,579"
"1,511","100,000,000","146,265,236,579"
"1,512","100,000,000","146,365,236,579"
