레벨,환포,누적경험치,환포,환포/경치
476,"61,536,087,844 ","22,647,988,632,835,300","61,536,087,844",0.0000027171 
477,"64,752,735,730 ","23,838,293,750,115,300","64,752,735,730",0.0000027163 
478,"68,137,751,096 ","25,091,180,264,305,300","68,137,751,096",0.0000027156 
479,"71,699,946,495 ","26,409,938,450,455,300","71,699,946,495",0.0000027149 
480,"75,448,595,732 ","27,798,031,572,895,300","75,448,595,732",0.0000027142 
481,"79,393,458,001 ","29,259,104,980,285,300","79,393,458,001",0.0000027135 
482,"83,544,803,296 ","30,796,995,678,885,300","83,544,803,296",0.0000027128 
483,"87,913,439,139 ","32,415,742,409,115,300","87,913,439,139",0.0000027121 
484,"92,510,738,717 ","34,119,596,251,925,300","92,510,738,717",0.0000027114 
485,"97,348,670,492 ","35,913,031,792,785,300","97,348,670,492",0.0000027107 
486,"102,439,829,347 ","37,800,758,872,665,300","102,439,829,347",0.0000027100 
487,"107,797,469,384 ","39,787,734,956,795,300","107,797,469,384",0.0000027093 
488,"113,435,538,418 ","41,879,178,153,735,300","113,435,538,418",0.0000027086 
489,"119,368,714,287 ","44,080,580,918,955,300","119,368,714,287",0.0000027080 
490,"125,612,443,063 ","46,397,724,478,865,300","125,612,443,063",0.0000027073 
491,"132,182,979,259 ","48,836,694,013,235,300","132,182,979,259",0.0000027066 
492,"139,097,428,138 ","51,403,894,635,805,300","139,097,428,138",0.0000027060 
493,"146,373,790,246 ","54,106,068,215,115,300","146,373,790,246",0.0000027053 
494,"154,031,008,266 ","56,950,311,079,705,300","154,031,008,266",0.0000027047 
495,"162,089,016,327 ","59,944,092,654,185,300","162,089,016,327",0.0000027040 
496,"170,568,791,897 ","63,095,275,075,095,300","170,568,791,897",0.0000027034 
497,"179,492,410,390 ","66,412,133,838,095,300","179,492,410,390",0.0000027027 
498,"188,883,102,626 ","69,903,379,530,735,300","188,883,102,626",0.0000027021 
499,"198,765,315,309 ","73,578,180,707,785,300","198,765,315,309",0.0000027014 
500,"209,164,774,658 ","77,446,187,969,285,300","209,164,774,658",0.0000027008 
501,"220,108,553,380 ","81,517,559,304,710,600","220,108,553,380",0.0000027001
502,"231,625,141,136 ","85,802,986,768,777,700","231,625,141,136",0.0000026995
503,"243,744,518,708 ","90,313,724,561,392,800","243,744,518,708",0.0000026989
504,"256,498,236,035 ","95,061,618,582,311,900","256,498,236,035",0.0000026982
505,"269,919,494,346 ","100,059,137,540,471,000","269,919,494,346",0.0000026976
506,"284,043,232,577 ","105,319,405,698,757,861","284,043,232,577",0.0000026970
507,"298,906,218,325 ","110,856,237,340,368,458","298,906,218,325",0.0000026963
508,"314,547,143,552 ","116,684,173,047,267,009","314,547,143,552",0.0000026957
509,"331,006,725,302 ","122,818,517,886,017,273","331,006,725,302",0.0000026951
510,"348,327,811,692 ","129,275,381,601,270,514","348,327,811,692",0.0000026945
511,"366,555,493,443 ","136,071,720,922,463,210","366,555,493,443",0.0000026938
512,"385,737,221,252 ","143,225,384,094,828,680","385,737,221,252",0.0000026932
513,"405,922,929,313 ","150,755,157,751,668,002","405,922,929,313",0.0000026926
514,"427,165,165,286 ","158,680,816,250,974,100","427,165,165,286",0.0000026920
515,"449,519,227,091 ","167,023,173,605,974,661","449,519,227,091",0.0000026914
516,"473,043,306,837 ","175,804,138,145,971,570","473,043,306,837",0.0000026907
517,"497,798,642,304 ","185,046,770,051,024,736","497,798,642,304",0.0000026901
518,"523,849,676,341 ","194,775,341,911,575,352","523,849,676,341",0.0000026895
519,"551,264,224,610 ","205,015,402,472,047,586","551,264,224,610",0.0000026889
520,"580,113,652,111 ","215,793,843,725,829,324","580,113,652,111",0.0000026883
521,"610,473,058,938 ","227,138,971,537,833,836","610,473,058,938",0.0000026877
522,"642,421,475,770 ","239,080,579,980,108,200","642,421,475,770",0.0000026871
523,"676,042,069,577 ","251,650,029,575,705,374","676,042,069,577",0.0000026864
524,"711,422,360,108 ","264,880,329,656,300,500","711,422,360,108",0.0000026858
525,"748,654,447,693 ","278,806,225,049,835,368","748,654,447,693",0.0000026852
526,"787,835,252,984 ","293,464,287,325,846,288","787,835,252,984",0.0000026846
527,"829,066,769,225 ","308,893,010,838,099,812","829,066,769,225",0.0000026840
528,"872,456,327,743 ","325,132,913,816,759,210","872,456,327,743",0.0000026834
529,"918,116,877,316 ","342,226,644,775,565,488","918,116,877,316",0.0000026828
530,"966,167,278,178 ","360,219,094,513,474,754","966,167,278,178",0.0000026822
531,"1,016,732,611,398 ","379,157,514,004,885,682","1,016,732,611,398",0.0000026816
532,"1,069,944,504,456 ","399,091,638,488,055,158","1,069,944,504,456",0.0000026809
533,"1,125,941,473,860 ","420,073,818,077,577,622","1,125,941,473,860",0.0000026803
534,"1,184,869,285,692 ","442,159,155,243,936,790","1,184,869,285,692",0.0000026797
535,"1,246,881,335,019 ","465,405,649,521,172,486","1,246,881,335,019",0.0000026791
536,"1,312,139,045,169 ","489,874,349,822,687,438","1,312,139,045,169",0.0000026785
537,"1,380,812,287,894 ","515,629,514,765,199,062","1,380,812,287,894",0.0000026779
538,"1,453,079,825,530 ","542,738,781,421,871,898","1,453,079,825,530",0.0000026773
539,"1,529,129,776,293 ","571,273,342,947,802,682","1,529,129,776,293",0.0000026767
540,"1,609,160,103,927 ","601,308,135,544,330,266","1,609,160,103,927",0.0000026761
541,"1,693,379,132,979 ","632,922,035,253,167,738","1,693,379,132,979",0.0000026755
542,"1,782,006,091,036 ","666,198,065,097,168,802","1,782,006,091,036",0.0000026749
543,"1,875,271,679,349 ","701,223,613,111,712,294","1,875,271,679,349",0.0000026743
544,"1,973,418,673,311 ","738,090,661,839,289,230","1,973,418,673,311",0.0000026737
545,"2,076,702,554,365 ","776,896,029,889,980,878","2,076,702,554,365",0.0000026731
546,"2,185,392,174,984 ","817,741,626,202,203,278","2,185,392,174,984",0.0000026725
547,"2,299,770,458,448 ","860,734,717,671,446,542","2,299,770,458,448",0.0000026719
548,"2,420,135,135,247 ","905,988,210,849,843,630","2,420,135,135,247",0.0000026713
549,"2,546,799,518,024 ","953,620,948,456,355,582","2,546,799,518,024",0.0000026707
550,"2,680,093,317,070 ","1,003,758,021,476,255,070","2,680,093,317,070",0.0000026701
551,"2,820,363,498,499 ","1,056,531,097,669,530,118","2,820,363,498,499",0.0000026695
552,"2,967,975,187,338 ","1,112,078,767,350,922,238","2,967,975,187,338",0.0000026689
553,"3,123,312,617,874 ","1,170,546,907,349,671,166","3,123,312,617,874",0.0000026683
554,"3,286,780,133,741 ","1,232,089,064,104,781,150","3,286,780,133,741",0.0000026676
555,"3,458,803,240,344 ","1,296,866,856,901,876,646","3,458,803,240,344",0.0000026670
556,"3,639,829,712,360 ","1,365,050,402,310,610,150","3,639,829,712,360",0.0000026664
557,"3,830,330,759,197 ","1,436,818,760,937,260,910","3,830,330,759,197",0.0000026658
558,"4,030,802,251,453 ","1,512,360,407,665,766,366","4,030,802,251,453",0.0000026652
559,"4,241,766,011,551 ","1,591,873,726,622,112,526","4,241,766,011,551",0.0000026646
560,"4,463,771,171,925 ","1,675,567,532,161,936,782","4,463,771,171,925",0.0000026640
561,"4,697,395,604,280 ","1,763,661,617,249,537,806","4,697,395,604,280",0.0000026634
562,"4,943,247,423,653 ","1,856,387,330,668,421,070","4,943,247,423,653",0.0000026628
563,"5,201,966,571,188 ","1,953,988,184,579,224,878","5,201,966,571,188",0.0000026622
564,"5,474,226,479,738 ","2,056,720,494,020,568,542","5,474,226,479,738",0.0000026616
565,"5,760,735,826,640 ","2,164,854,050,032,251,486","5,760,735,826,640",0.0000026610
566,"6,062,240,378,216 ","2,278,672,828,168,529,678","6,062,240,378,216",0.0000026604
567,"6,379,524,930,798 ","2,398,475,734,262,135,518","6,379,524,930,798",0.0000026598
568,"6,713,415,353,346 ","2,524,577,389,397,533,598","6,713,415,353,346",0.0000026592
569,"7,064,780,736,945 ","2,657,308,956,154,874,350","7,064,780,736,945",0.0000026586
570,"7,434,535,656,810 ","2,797,019,008,294,490,846","7,434,535,656,810",0.0000026580
571,"7,823,642,552,656 ","2,944,074,446,165,865,662","7,823,642,552,656",0.0000026574
572,"8,233,114,233,646 ","3,098,861,460,245,074,206","8,233,114,233,646",0.0000026568
573,"8,664,016,514,427 ","3,261,786,545,331,103,966","8,664,016,514,427",0.0000026562
574,"9,117,470,989,122 ","3,433,277,568,064,487,006","9,117,470,989,122",0.0000026556
575,"9,594,657,950,490 ","3,613,784,890,571,715,998","9,594,657,950,490",0.0000026550
576,"10,096,819,461,851 ","3,803,782,553,186,308,830","10,096,819,461,851",0.0000026544
577,"10,625,262,589,783 ","4,003,769,519,352,531,486","10,625,262,589,783",0.0000026538
578,"11,181,362,805,982 ","4,214,270,985,981,090,270","11,181,362,805,982",0.0000026532
579,"11,766,567,567,162 ","4,435,839,762,697,991,422","11,766,567,567,162",0.0000026526
580,"12,382,400,082,291 ","4,669,057,723,608,690,238","12,382,400,082,291",0.0000026520
581,"13,030,463,276,986 ","4,914,537,335,390,088,638","13,030,463,276,986",0.0000026514
582,"13,712,443,965,364 ","5,172,923,265,723,388,510","13,712,443,965,364",0.0000026508
583,"14,430,117,240,224 ","5,444,894,076,291,795,902","14,430,117,240,224",0.0000026502
584,"15,185,351,092,977 ","5,731,164,004,789,151,806","15,185,351,092,977",0.0000026496
585,"15,980,111,275,340 ","6,032,484,840,619,321,470","15,980,111,275,340",0.0000026490
586,"16,816,466,415,465 ","6,349,647,899,212,221,054","16,816,466,415,465",0.0000026484
587,"17,696,593,401,797 ","6,683,486,100,141,342,718","17,696,593,401,797",0.0000026478
588,"18,622,783,048,688 ","7,034,876,154,500,238,398","18,622,783,048,688",0.0000026472
589,"19,597,446,058,496 ","7,404,740,867,282,353,662","19,597,446,058,496",0.0000026466
590,"20,623,119,295,703 ","7,794,051,560,810,619,198","20,623,119,295,703",0.0000026460
591,"21,702,472,389,362 ","8,203,830,625,581,103,806","21,702,472,389,362",0.0000026454
592,"22,838,314,681,066 ","8,635,154,205,219,641,086","22,838,314,681,066",0.0000026448
593,"24,033,602,536,519 ","9,089,155,022,602,544,190","24,033,602,536,519",0.0000026442
594,"25,291,447,039,728 ","9,567,025,354,563,241,662","25,291,447,039,728",0.0000026436
595,"26,615,122,089,858 ","10,070,020,162,996,876,990","26,615,122,089,858",0.0000026430
596,"28,008,072,921,792 ","10,599,460,390,585,640,190","28,008,072,921,792",0.0000026424
597,"29,473,925,072,606 ","11,156,736,429,799,919,358","29,473,925,072,606",0.0000026418
598,"31,016,493,817,255 ","11,743,311,774,285,409,022","31,016,493,817,255",0.0000026412
599,"32,639,794,098,056 ","12,360,726,862,225,286,654","32,639,794,098,056",0.0000026406
600,"34,348,050,973,790 ","13,010,603,121,770,724,734","34,348,050,973,790",0.0000026400
601,"36,145,710,615,621 ","13,730,611,483,341,430,142","36,145,710,615,621",0.0000026325
602,"38,037,451,878,448 ","14,488,474,953,151,182,974","38,037,451,878,448",0.0000026254
603,"40,028,198,477,798 ","15,286,183,798,669,466,366","40,028,198,477,798",0.0000026186
604,"42,123,131,803,952 ","16,125,832,927,526,215,934","42,123,131,803,952",0.0000026122
605,"44,327,704,406,656 ","17,009,627,389,065,428,862","44,327,704,406,656",0.0000026060
606,"46,647,654,185,488 ","17,939,888,165,148,062,718","46,647,654,185,488",0.0000026002
607,"49,089,019,322,841 ","18,919,058,265,411,774,462","49,089,019,322,841",0.0000025947
608,"51,658,153,998,344 ","19,949,709,142,994,600,318","51,658,153,998,344",0.0000025894
609,"54,361,744,925,652 ","21,034,547,447,571,266,302","54,361,744,925,652",0.0000025844
610,"57,206,828,754,608 ","22,176,422,133,436,653,694","57,206,828,754,608",0.0000025796
611,"60,200,810,384,085 ","23,378,331,941,303,353,726","60,200,810,384,085",0.0000025751
612,"63,351,482,233,144 ","24,643,433,273,461,676,414","63,351,482,233,144",0.0000025707
613,"66,667,044,520,673 ","25,975,048,482,983,510,142","66,667,044,520,673",0.0000025666
614,"70,156,126,606,274 ","27,376,674,598,738,771,838","70,156,126,606,274",0.0000025626
615,"73,827,809,447,924 ","28,851,992,509,137,699,710","73,827,809,447,924",0.0000025588
616,"77,691,649,234,865 ","30,404,876,628,716,925,054","77,691,649,234,865",0.0000025552
617,"81,757,702,257,216 ","32,039,405,072,955,283,838","81,757,702,257,216",0.0000025518
618,"86,036,551,077,018 ","33,759,870,368,040,018,046","86,036,551,077,018",0.0000025485
619,"90,539,332,068,821 ","35,570,790,723,708,880,766","90,539,332,068,821",0.0000025453
620,"95,277,764,401,486 ","37,476,921,898,772,383,358","95,277,764,401,486",0.0000025423
621,"100,264,180,536,600 ","39,483,269,690,476,893,822","100,264,180,536,600",0.0000025394
622,"105,511,558,322,898 ","41,595,103,080,507,597,694","105,511,558,322,898",0.0000025366
623,"111,033,554,770,170 ","43,817,968,072,154,772,862","111,033,554,770,170",0.0000025340
624,"116,844,541,590,577 ","46,157,702,254,981,930,878","116,844,541,590,577",0.0000025314
625,"122,959,642,599,843 ","48,620,450,135,244,911,486","122,959,642,599,843",0.0000025290
626,"129,394,773,075,639 ","51,212,679,272,321,997,182","129,394,773,075,639",0.0000025266
627,"136,166,681,175,608 ","53,941,197,263,531,826,558","136,166,681,175,608",0.0000025244
628,"143,292,991,522,774 ","56,813,169,621,943,881,086","143,292,991,522,774",0.0000025222
629,"150,792,251,071,774 ","59,836,138,594,131,460,990","150,792,251,071,774",0.0000025201
630,"158,683,977,375,264 ","63,018,042,967,285,499,262","158,683,977,375,264",0.0000025181
631,"166,988,709,376,081 ","66,367,238,917,705,777,534","166,988,709,376,081",0.0000025161
632,"175,728,060,857,350 ","69,892,521,955,420,928,382","175,728,060,857,350",0.0000025143
633,"184,924,776,689,608 ","73,603,150,022,567,212,926","184,924,776,689,608",0.0000025125
634,"194,602,792,021,318 ","77,508,867,806,186,013,566","194,602,792,021,318",0.0000025107
635,"204,787,294,566,789 ","81,619,932,329,289,231,742","204,787,294,566,789",0.0000025090
636,"215,504,790,153,586 ","85,947,139,887,398,714,238","215,504,790,153,586",0.0000025074
637,"226,783,171,699,995 ","90,501,854,401,299,254,654","226,783,171,699,995",0.0000025058
638,"238,651,791,802,031 ","95,296,037,260,463,912,318","238,651,791,802,031",0.0000025043
639,"251,141,539,118,867 ","100,342,278,735,525,132,670","251,141,539,118,867",0.0000025028
640,"264,284,918,755,459 ","105,653,831,042,285,706,622","264,284,918,755,459",0.0000025014
641,"278,116,136,851,506 ","111,244,643,144,100,811,134","278,116,136,851,506",0.0000025000
642,"292,671,189,596,894 ","117,129,397,384,027,604,350","292,671,189,596,894",0.0000024987
643,"307,987,956,905,212 ","123,323,548,042,944,103,806","307,987,956,905,212",0.0000024974
644,"324,106,300,989,113 ","129,843,361,924,896,972,158","324,106,300,989,113",0.0000024961
645,"341,068,170,094,017 ","136,705,961,076,261,649,790","341,068,170,094,017",0.0000024949
646,"358,917,707,660,075 ","143,929,367,750,902,005,118","358,917,707,660,075",0.0000024937
647,"377,701,367,196,442 ","151,532,551,739,415,007,614","377,701,367,196,442",0.0000024925
648,"397,468,033,166,784 ","159,535,480,186,754,392,446","397,468,033,166,784",0.0000024914
649,"418,269,148,200,552 ","167,959,170,029,062,152,574","418,269,148,200,552",0.0000024903
650,"440,158,846,961,050 ","176,825,743,187,415,139,710","440,158,846,961,050",0.0000024892
651,"463,194,097,018,626 ","186,158,484,663,434,149,246","463,194,097,018,626",0.0000024882
652,"487,434,847,095,540 ","195,981,903,689,323,603,326","487,434,847,095,540",0.0000024871
653,"512,944,183,068,254 ","206,321,798,092,931,356,030","512,944,183,068,254",0.0000024861
654,"539,788,492,133,075 ","217,205,322,046,861,288,830","539,788,492,133,075",0.0000024852
655,"568,037,635,562,302 ","228,661,057,379,558,417,790","568,037,635,562,302",0.0000024842
656,"597,765,130,500,403 ","240,719,088,635,640,520,062","597,765,130,500,403",0.0000024832
657,"629,048,341,273,261 ","253,411,082,082,596,402,558","629,048,341,273,261",0.0000024823
658,"661,968,680,708,277 ","266,770,368,871,334,696,318","661,968,680,708,277",0.0000024814
659,"696,611,821,989,162 ","280,832,032,568,975,738,238","696,611,821,989,162",0.0000024805
660,"733,067,921,596,684 ","295,633,001,293,761,262,974","733,067,921,596,684",0.0000024797
661,"771,431,853,915,436 ","311,212,144,694,042,539,390","771,431,853,915,436",0.0000024788
662,"811,803,458,117,100 ","327,610,376,026,028,862,846","811,803,458,117,100",0.0000024780
663,"854,287,797,962,565 ","344,870,759,598,368,470,398","854,287,797,962,565",0.0000024771
664,"898,995,435,198,936 ","363,038,623,865,728,073,086","898,995,435,198,936",0.0000024763
665,"946,042,717,262,766 ","382,161,680,468,372,356,478","946,042,717,262,766",0.0000024755
666,"995,552,080,038,150 ","402,290,149,530,359,922,046","995,552,080,038,150",0.0000024747
667,"1,047,652,366,457,412 ","423,476,891,545,408,228,734","1,047,652,366,457,412",0.0000024739
668,"1,102,479,161,773,395 ","445,777,546,196,780,367,230","1,102,479,161,773,395",0.0000024732
669,"1,160,175,146,375,710 ","469,250,678,475,756,289,406","1,160,175,146,375,710",0.0000024724
670,"1,220,890,467,068,959 ","493,957,932,482,418,359,678","1,220,890,467,068,959",0.0000024716
671,"1,284,783,127,778,965 ","519,964,193,312,656,022,910","1,284,783,127,778,965",0.0000024709
672,"1,352,019,400,703,624 ","547,337,757,456,530,091,390","1,352,019,400,703,624",0.0000024702
673,"1,422,774,258,978,150 ","576,150,512,155,489,262,974","1,422,774,258,978,150",0.0000024694
674,"1,497,231,831,980,481 ","606,478,124,189,458,861,438","1,497,231,831,980,481",0.0000024687
675,"1,575,585,884,461,527 ","638,400,238,589,586,070,910","1,575,585,884,461,527",0.0000024680
676,"1,658,040,320,746,890 ","672,000,687,798,492,306,814","1,658,040,320,746,890",0.0000024673
677,"1,744,809,715,321,985 ","707,367,711,827,320,065,406","1,744,809,715,321,985",0.0000024666
678,"1,836,119,871,181,049 ","744,594,189,987,740,978,558","1,836,119,871,181,049",0.0000024659
679,"1,932,208,407,392,847 ","783,777,884,807,489,367,422","1,932,208,407,392,847",0.0000024652
680,"2,033,325,377,411,830 ","825,021,698,769,981,508,990","2,033,325,377,411,830",0.0000024646
681,"2,139,733,919,743,535 ","868,433,944,552,258,784,638","2,139,733,919,743,535",0.0000024639
682,"2,251,710,942,657,184 ","914,128,629,470,941,638,014","2,251,710,942,657,184",0.0000024632
683,"2,369,547,844,727,013 ","962,225,754,883,193,736,574","2,369,547,844,727,013",0.0000024626
684,"2,493,551,273,077,085 ","1,012,851,631,328,969,829,758","2,493,551,273,077,085",0.0000024619
685,"2,624,043,921,302,457 ","1,066,139,210,242,159,971,710","2,624,043,921,302,457",0.0000024613
686,"2,761,365,369,142,748 ","1,122,228,433,101,755,174,270","2,761,365,369,142,748",0.0000024606
687,"2,905,872,966,092,851 ","1,181,266,598,939,959,831,934","2,905,872,966,092,851",0.0000024600
688,"3,057,942,761,249,780 ","1,243,408,751,172,384,443,774","3,057,942,761,249,780",0.0000024593
689,"3,217,970,481,814,993 ","1,308,818,084,766,194,937,214","3,217,970,481,814,993",0.0000024587
690,"3,386,372,562,798,071 ","1,377,666,374,815,505,567,102","3,386,372,562,798,071",0.0000024580
691,"3,563,587,230,600,886 ","1,450,134,427,649,521,094,014","3,563,587,230,600,886",0.0000024574
692,"3,750,075,643,301,548 ","1,526,412,555,658,108,423,550","3,750,075,643,301,548",0.0000024568
693,"3,946,323,090,604,936 ","1,606,701,077,081,763,663,230","3,946,323,090,604,936",0.0000024562
694,"4,152,840,256,581,884 ","1,691,210,842,078,500,769,150","4,152,840,256,581,884",0.0000024555
695,"4,370,164,548,482,395 ","1,780,163,786,449,195,453,822","4,370,164,548,482,395",0.0000024549
696,"4,598,861,495,080,217 ","1,873,793,514,475,553,197,438","4,598,861,495,080,217",0.0000024543
697,"4,839,526,218,186,985 ","1,972,345,912,401,324,723,582","4,839,526,218,186,985",0.0000024537
698,"5,092,784,981,164,488 ","2,076,079,794,167,866,051,966","5,092,784,981,164,488",0.0000024531
699,"5,359,296,818,463,972 ","2,185,267,581,099,845,307,774","5,359,296,818,463,972",0.0000024525
700,"5,639,755,250,432,165 ","2,300,196,017,326,056,721,790","5,639,755,250,432,165",0.0000024519
