id,level,need,cumStone,unlockGem,cumGem
flameTalisman,116,307,16808,0,4648
flameTalisman,117,310,17118,0,4648
flameTalisman,118,313,17431,0,4648
flameTalisman,119,316,17747,0,4648
flameTalisman,120,319,18066,363,5011
flameTalisman,121,322,18388,0,5011
flameTalisman,122,325,18713,0,5011
flameTalisman,123,328,19041,0,5011
flameTalisman,124,332,19373,0,5011
flameTalisman,125,335,19708,386,5397
flameTalisman,126,338,20046,0,5397
flameTalisman,127,341,20387,0,5397
flameTalisman,128,344,20731,0,5397
flameTalisman,129,347,21078,0,5397
flameTalisman,130,350,21428,409,5806
flameTalisman,131,353,21781,0,5806
flameTalisman,132,356,22137,0,5806
flameTalisman,133,359,22496,0,5806
flameTalisman,134,362,22858,0,5806
flameTalisman,135,365,23223,435,6241
flameTalisman,136,368,23591,0,6241
flameTalisman,137,371,23962,0,6241
flameTalisman,138,374,24336,0,6241
flameTalisman,139,377,24713,0,6241
flameTalisman,140,380,25093,462,6703
flameTalisman,141,383,25476,0,6703
flameTalisman,142,386,25862,0,6703
flameTalisman,143,389,26251,0,6703
flameTalisman,144,392,26643,0,6703
flameTalisman,145,396,27039,490,7193
flameTalisman,146,399,27438,0,7193
flameTalisman,147,402,27840,0,7193
flameTalisman,148,405,28245,0,7193
flameTalisman,149,408,28653,0,7193
flameTalisman,150,411,29064,520,7713
flameTalisman,151,414,29478,0,7713
flameTalisman,152,417,29895,0,7713
flameTalisman,153,420,30315,0,7713
flameTalisman,154,423,30738,0,7713
flameTalisman,155,426,31164,552,8265
flameTalisman,156,430,31594,0,8265
flameTalisman,157,433,32027,0,8265
flameTalisman,158,436,32463,0,8265
flameTalisman,159,439,32902,0,8265
flameTalisman,160,442,33344,585,8850
flameTalisman,161,445,33789,0,8850
flameTalisman,162,448,34237,0,8850
flameTalisman,163,451,34688,0,8850
flameTalisman,164,454,35142,0,8850
flameTalisman,165,458,35600,620,9470
flameTalisman,166,461,36061,0,9470
flameTalisman,167,464,36525,0,9470
flameTalisman,168,467,36992,0,9470
flameTalisman,169,470,37462,0,9470
flameTalisman,170,473,37935,658,10128
flameTalisman,171,476,38411,0,10128
flameTalisman,172,479,38890,0,10128
flameTalisman,173,483,39373,0,10128
flameTalisman,174,486,39859,0,10128
flameTalisman,175,489,40348,697,10825
flameTalisman,176,492,40840,0,10825
flameTalisman,177,495,41335,0,10825
flameTalisman,178,498,41833,0,10825
flameTalisman,179,501,42334,0,10825
flameTalisman,180,505,42839,737,11562
flameTalisman,181,508,43347,0,11562
flameTalisman,182,511,43858,0,11562
flameTalisman,183,514,44372,0,11562
flameTalisman,184,517,44889,0,11562
flameTalisman,185,520,45409,780,12342
flameTalisman,186,524,45933,0,12342
flameTalisman,187,527,46460,0,12342
flameTalisman,188,530,46990,0,12342
flameTalisman,189,533,47523,0,12342
flameTalisman,190,536,48059,826,13168
flameTalisman,191,539,48598,0,13168
flameTalisman,192,543,49141,0,13168
flameTalisman,193,546,49687,0,13168
flameTalisman,194,549,50236,0,13168
flameTalisman,195,552,50788,873,14041
flameTalisman,196,555,51343,0,14041
flameTalisman,197,558,51901,0,14041
flameTalisman,198,562,52463,0,14041
flameTalisman,199,565,53028,0,14041
flameTalisman,200,568,53596,922,14963
flameTalisman,201,571,54167,0,14963
flameTalisman,202,574,54741,0,14963
flameTalisman,203,578,55319,0,14963
flameTalisman,204,581,55900,0,14963
flameTalisman,205,584,56484,974,15937
flameTalisman,206,587,57071,0,15937
flameTalisman,207,590,57661,0,15937
flameTalisman,208,594,58255,0,15937
flameTalisman,209,597,58852,0,15937
flameTalisman,210,600,59452,1028,16965
flameTalisman,211,603,60055,0,16965
flameTalisman,212,606,60661,0,16965
flameTalisman,213,610,61271,0,16965
flameTalisman,214,613,61884,0,16965
flameTalisman,215,616,62500,1084,18049
flameTalisman,216,619,63119,0,18049
flameTalisman,217,622,63741,0,18049
flameTalisman,218,626,64367,0,18049
flameTalisman,219,629,64996,0,18049
flameTalisman,220,632,65628,1143,19192
flameTalisman,221,635,66263,0,19192
flameTalisman,222,639,66902,0,19192
flameTalisman,223,642,67544,0,19192
flameTalisman,224,645,68189,0,19192
flameTalisman,225,648,68837,1204,20396
flameTalisman,226,651,69488,0,20396
flameTalisman,227,655,70143,0,20396
flameTalisman,228,658,70801,0,20396
flameTalisman,229,661,71462,0,20396
flameTalisman,230,664,72126,1268,21664
flameTalisman,231,668,72794,0,21664
flameTalisman,232,671,73465,0,21664
flameTalisman,233,674,74139,0,21664
flameTalisman,234,677,74816,0,21664
flameTalisman,235,681,75497,1334,22998
flameTalisman,236,684,76181,0,22998
flameTalisman,237,687,76868,0,22998
flameTalisman,238,690,77558,0,22998
flameTalisman,239,694,78252,0,22998
flameTalisman,240,697,78949,1403,24401
flameTalisman,241,700,79649,0,24401
flameTalisman,242,703,80352,0,24401
flameTalisman,243,707,81059,0,24401
flameTalisman,244,710,81769,0,24401
flameTalisman,245,713,82482,1474,25875
flameTalisman,246,716,83198,0,25875
flameTalisman,247,720,83918,0,25875
flameTalisman,248,723,84641,0,25875
flameTalisman,249,726,85367,0,25875
flameTalisman,250,729,86096,1549,27424
flameTalisman,251,733,86829,0,27424
flameTalisman,252,736,87565,0,27424
flameTalisman,253,739,88304,0,27424
flameTalisman,254,743,89047,0,27424
flameTalisman,255,746,89793,1626,29050
flameTalisman,256,749,90542,0,29050
flameTalisman,257,752,91294,0,29050
flameTalisman,258,756,92050,0,29050
flameTalisman,259,759,92809,0,29050
flameTalisman,260,762,93571,1706,30756
flameTalisman,261,765,94336,0,30756
flameTalisman,262,769,95105,0,30756
flameTalisman,263,772,95877,0,30756
flameTalisman,264,775,96652,0,30756
flameTalisman,265,779,97431,1789,32545
flameTalisman,266,782,98213,0,32545
flameTalisman,267,785,98998,0,32545
flameTalisman,268,788,99786,0,32545
flameTalisman,269,792,100578,0,32545
flameTalisman,270,795,101373,1875,34420
flameTalisman,271,798,102171,0,34420
flameTalisman,272,802,102973,0,34420
flameTalisman,273,805,103778,0,34420
flameTalisman,274,808,104586,0,34420
flameTalisman,275,811,105397,1964,36384
flameTalisman,276,815,106212,0,36384
flameTalisman,277,818,107030,0,36384
flameTalisman,278,821,107851,0,36384
flameTalisman,279,825,108676,0,36384
flameTalisman,280,828,109504,2056,38440
flameTalisman,281,831,110335,0,38440
flameTalisman,282,835,111170,0,38440
flameTalisman,283,838,112008,0,38440
flameTalisman,284,841,112849,0,38440
flameTalisman,285,845,113694,2151,40591
flameTalisman,286,848,114542,0,40591
flameTalisman,287,851,115393,0,40591
flameTalisman,288,854,116247,0,40591
flameTalisman,289,858,117105,0,40591
flameTalisman,290,861,117966,2249,42840
flameTalisman,291,864,118830,0,42840
flameTalisman,292,868,119698,0,42840
flameTalisman,293,871,120569,0,42840
flameTalisman,294,874,121443,0,42840
flameTalisman,295,878,122321,2351,45191
flameTalisman,296,881,123202,0,45191
flameTalisman,297,884,124086,0,45191
flameTalisman,298,888,124974,0,45191
flameTalisman,299,891,125865,0,45191
flameTalisman,300,894,126759,0,45191
anubisMask,0,0,0,100,100
anubisMask,1,1,1,0,100
anubisMask,2,2,3,0,100
anubisMask,3,4,7,0,100
anubisMask,4,6,13,0,100
anubisMask,5,8,21,105,205
anubisMask,6,10,31,0,205
anubisMask,7,12,43,0,205
anubisMask,8,14,57,0,205
anubisMask,9,16,73,0,205
anubisMask,10,18,91,111,316
anubisMask,11,20,111,0,316
anubisMask,12,22,133,0,316
anubisMask,13,24,157,0,316
anubisMask,14,27,184,0,316
anubisMask,15,29,213,117,433
anubisMask,16,31,244,0,433
anubisMask,17,34,278,0,433
anubisMask,18,36,314,0,433
anubisMask,19,38,352,0,433
anubisMask,20,41,393,122,555
anubisMask,21,43,436,0,555
anubisMask,22,45,481,0,555
anubisMask,23,48,529,0,555
anubisMask,24,50,579,0,555
anubisMask,25,53,632,129,684
anubisMask,26,55,687,0,684
anubisMask,27,58,745,0,684
anubisMask,28,60,805,0,684
anubisMask,29,63,868,0,684
anubisMask,30,65,933,135,819
anubisMask,31,68,1001,0,819
anubisMask,32,70,1071,0,819
anubisMask,33,73,1144,0,819
anubisMask,34,75,1219,0,819
anubisMask,35,78,1297,142,961
anubisMask,36,81,1378,0,961
anubisMask,37,83,1461,0,961
anubisMask,38,86,1547,0,961
anubisMask,39,88,1635,0,961
anubisMask,40,91,1726,149,1110
anubisMask,41,94,1820,0,1110
anubisMask,42,96,1916,0,1110
anubisMask,43,99,2015,0,1110
anubisMask,44,102,2117,0,1110
anubisMask,45,104,2221,157,1267
anubisMask,46,107,2328,0,1267
anubisMask,47,110,2438,0,1267
anubisMask,48,112,2550,0,1267
anubisMask,49,115,2665,0,1267
anubisMask,50,118,2783,165,1432
anubisMask,51,121,2904,0,1432
anubisMask,52,123,3027,0,1432
anubisMask,53,126,3153,0,1432
anubisMask,54,129,3282,0,1432
anubisMask,55,131,3413,174,1606
anubisMask,56,134,3547,0,1606
anubisMask,57,137,3684,0,1606
anubisMask,58,140,3824,0,1606
anubisMask,59,142,3966,0,1606
anubisMask,60,145,4111,183,1789
anubisMask,61,148,4259,0,1789
anubisMask,62,151,4410,0,1789
anubisMask,63,154,4564,0,1789
anubisMask,64,156,4720,0,1789
anubisMask,65,159,4879,193,1982
anubisMask,66,162,5041,0,1982
anubisMask,67,165,5206,0,1982
anubisMask,68,168,5374,0,1982
anubisMask,69,170,5544,0,1982
anubisMask,70,173,5717,204,2186
anubisMask,71,176,5893,0,2186
anubisMask,72,179,6072,0,2186
anubisMask,73,182,6254,0,2186
anubisMask,74,185,6439,0,2186
anubisMask,75,187,6626,215,2401
anubisMask,76,190,6816,0,2401
anubisMask,77,193,7009,0,2401
anubisMask,78,196,7205,0,2401
anubisMask,79,199,7404,0,2401
anubisMask,80,202,7606,227,2628
anubisMask,81,205,7811,0,2628
anubisMask,82,207,8018,0,2628
anubisMask,83,210,8228,0,2628
anubisMask,84,213,8441,0,2628
anubisMask,85,216,8657,241,2869
anubisMask,86,219,8876,0,2869
anubisMask,87,222,9098,0,2869
anubisMask,88,225,9323,0,2869
anubisMask,89,228,9551,0,2869
anubisMask,90,231,9782,255,3124
anubisMask,91,233,10015,0,3124
anubisMask,92,236,10251,0,3124
anubisMask,93,239,10490,0,3124
anubisMask,94,242,10732,0,3124
anubisMask,95,245,10977,270,3394
anubisMask,96,248,11225,0,3394
anubisMask,97,251,11476,0,3394
anubisMask,98,254,11730,0,3394
anubisMask,99,257,11987,0,3394
anubisMask,100,260,12247,286,3680
anubisMask,101,263,12510,0,3680
anubisMask,102,266,12776,0,3680
anubisMask,103,269,13045,0,3680
anubisMask,104,272,13317,0,3680
anubisMask,105,275,13592,304,3984
anubisMask,106,278,13870,0,3984
anubisMask,107,281,14151,0,3984
anubisMask,108,284,14435,0,3984
anubisMask,109,287,14722,0,3984
anubisMask,110,289,15011,322,4306
anubisMask,111,292,15303,0,4306
anubisMask,112,295,15598,0,4306
anubisMask,113,298,15896,0,4306
anubisMask,114,301,16197,0,4306
anubisMask,115,304,16501,342,4648
anubisMask,116,307,16808,0,4648
anubisMask,117,310,17118,0,4648
anubisMask,118,313,17431,0,4648
anubisMask,119,316,17747,0,4648
anubisMask,120,319,18066,363,5011
anubisMask,121,322,18388,0,5011
anubisMask,122,325,18713,0,5011
anubisMask,123,328,19041,0,5011
anubisMask,124,332,19373,0,5011
anubisMask,125,335,19708,386,5397
anubisMask,126,338,20046,0,5397
anubisMask,127,341,20387,0,5397
anubisMask,128,344,20731,0,5397
anubisMask,129,347,21078,0,5397
anubisMask,130,350,21428,409,5806
anubisMask,131,353,21781,0,5806
anubisMask,132,356,22137,0,5806
anubisMask,133,359,22496,0,5806
anubisMask,134,362,22858,0,5806
anubisMask,135,365,23223,435,6241
anubisMask,136,368,23591,0,6241
anubisMask,137,371,23962,0,6241
anubisMask,138,374,24336,0,6241
anubisMask,139,377,24713,0,6241
anubisMask,140,380,25093,462,6703
anubisMask,141,383,25476,0,6703
anubisMask,142,386,25862,0,6703
anubisMask,143,389,26251,0,6703
anubisMask,144,392,26643,0,6703
anubisMask,145,396,27039,490,7193
anubisMask,146,399,27438,0,7193
anubisMask,147,402,27840,0,7193
anubisMask,148,405,28245,0,7193
anubisMask,149,408,28653,0,7193
anubisMask,150,411,29064,520,7713
anubisMask,151,414,29478,0,7713
anubisMask,152,417,29895,0,7713
anubisMask,153,420,30315,0,7713
anubisMask,154,423,30738,0,7713
anubisMask,155,426,31164,552,8265
anubisMask,156,430,31594,0,8265
anubisMask,157,433,32027,0,8265
anubisMask,158,436,32463,0,8265
anubisMask,159,439,32902,0,8265
anubisMask,160,442,33344,585,8850
anubisMask,161,445,33789,0,8850
anubisMask,162,448,34237,0,8850
anubisMask,163,451,34688,0,8850
anubisMask,164,454,35142,0,8850
anubisMask,165,458,35600,620,9470
anubisMask,166,461,36061,0,9470
anubisMask,167,464,36525,0,9470
anubisMask,168,467,36992,0,9470
anubisMask,169,470,37462,0,9470
anubisMask,170,473,37935,658,10128
anubisMask,171,476,38411,0,10128
anubisMask,172,479,38890,0,10128
anubisMask,173,483,39373,0,10128
anubisMask,174,486,39859,0,10128
anubisMask,175,489,40348,697,10825
anubisMask,176,492,40840,0,10825
anubisMask,177,495,41335,0,10825
anubisMask,178,498,41833,0,10825
anubisMask,179,501,42334,0,10825
anubisMask,180,505,42839,737,11562
anubisMask,181,508,43347,0,11562
anubisMask,182,511,43858,0,11562
anubisMask,183,514,44372,0,11562
anubisMask,184,517,44889,0,11562
anubisMask,185,520,45409,780,12342
anubisMask,186,524,45933,0,12342
anubisMask,187,527,46460,0,12342
anubisMask,188,530,46990,0,12342
anubisMask,189,533,47523,0,12342
anubisMask,190,536,48059,826,13168
anubisMask,191,539,48598,0,13168
anubisMask,192,543,49141,0,13168
anubisMask,193,546,49687,0,13168
anubisMask,194,549,50236,0,13168
anubisMask,195,552,50788,873,14041
anubisMask,196,555,51343,0,14041
anubisMask,197,558,51901,0,14041
anubisMask,198,562,52463,0,14041
anubisMask,199,565,53028,0,14041
anubisMask,200,568,53596,922,14963
anubisMask,201,571,54167,0,14963
anubisMask,202,574,54741,0,14963
anubisMask,203,578,55319,0,14963
anubisMask,204,581,55900,0,14963
anubisMask,205,584,56484,974,15937
anubisMask,206,587,57071,0,15937
anubisMask,207,590,57661,0,15937
anubisMask,208,594,58255,0,15937
anubisMask,209,597,58852,0,15937
anubisMask,210,600,59452,1028,16965
anubisMask,211,603,60055,0,16965
anubisMask,212,606,60661,0,16965
anubisMask,213,610,61271,0,16965
anubisMask,214,613,61884,0,16965
anubisMask,215,616,62500,1084,18049
anubisMask,216,619,63119,0,18049
anubisMask,217,622,63741,0,18049
anubisMask,218,626,64367,0,18049
anubisMask,219,629,64996,0,18049
anubisMask,220,632,65628,1143,19192
anubisMask,221,635,66263,0,19192
anubisMask,222,639,66902,0,19192
anubisMask,223,642,67544,0,19192
anubisMask,224,645,68189,0,19192
anubisMask,225,648,68837,1204,20396
anubisMask,226,651,69488,0,20396
anubisMask,227,655,70143,0,20396
anubisMask,228,658,70801,0,20396
anubisMask,229,661,71462,0,20396
anubisMask,230,664,72126,1268,21664
anubisMask,231,668,72794,0,21664
anubisMask,232,671,73465,0,21664
anubisMask,233,674,74139,0,21664
anubisMask,234,677,74816,0,21664
anubisMask,235,681,75497,1334,22998
anubisMask,236,684,76181,0,22998
anubisMask,237,687,76868,0,22998
anubisMask,238,690,77558,0,22998
anubisMask,239,694,78252,0,22998
anubisMask,240,697,78949,1403,24401
anubisMask,241,700,79649,0,24401
anubisMask,242,703,80352,0,24401
anubisMask,243,707,81059,0,24401
anubisMask,244,710,81769,0,24401
anubisMask,245,713,82482,1474,25875
anubisMask,246,716,83198,0,25875
anubisMask,247,720,83918,0,25875
anubisMask,248,723,84641,0,25875
anubisMask,249,726,85367,0,25875
anubisMask,250,729,86096,1549,27424
anubisMask,251,733,86829,0,27424
anubisMask,252,736,87565,0,27424
anubisMask,253,739,88304,0,27424
anubisMask,254,743,89047,0,27424
anubisMask,255,746,89793,1626,29050
anubisMask,256,749,90542,0,29050
anubisMask,257,752,91294,0,29050
anubisMask,258,756,92050,0,29050
anubisMask,259,759,92809,0,29050
anubisMask,260,762,93571,1706,30756
anubisMask,261,765,94336,0,30756
anubisMask,262,769,95105,0,30756
anubisMask,263,772,95877,0,30756
anubisMask,264,775,96652,0,30756
anubisMask,265,779,97431,1789,32545
anubisMask,266,782,98213,0,32545
anubisMask,267,785,98998,0,32545
anubisMask,268,788,99786,0,32545
anubisMask,269,792,100578,0,32545
anubisMask,270,795,101373,1875,34420
anubisMask,271,798,102171,0,34420
anubisMask,272,802,102973,0,34420
anubisMask,273,805,103778,0,34420
anubisMask,274,808,104586,0,34420
anubisMask,275,811,105397,1964,36384
anubisMask,276,815,106212,0,36384
anubisMask,277,818,107030,0,36384
anubisMask,278,821,107851,0,36384
anubisMask,279,825,108676,0,36384
anubisMask,280,828,109504,2056,38440
anubisMask,281,831,110335,0,38440
anubisMask,282,835,111170,0,38440
anubisMask,283,838,112008,0,38440
anubisMask,284,841,112849,0,38440
anubisMask,285,845,113694,2151,40591
anubisMask,286,848,114542,0,40591
anubisMask,287,851,115393,0,40591
anubisMask,288,854,116247,0,40591
anubisMask,289,858,117105,0,40591
anubisMask,290,861,117966,2249,42840
anubisMask,291,864,118830,0,42840
anubisMask,292,868,119698,0,42840
anubisMask,293,871,120569,0,42840
anubisMask,294,874,121443,0,42840
anubisMask,295,878,122321,2351,45191
anubisMask,296,881,123202,0,45191
anubisMask,297,884,124086,0,45191
anubisMask,298,888,124974,0,45191
anubisMask,299,891,125865,0,45191
anubisMask,300,894,126759,0,45191
memoryRocket,0,0,0,100,100
memoryRocket,1,1,1,0,100
memoryRocket,2,2,3,0,100
memoryRocket,3,4,7,0,100
memoryRocket,4,6,13,0,100
memoryRocket,5,8,21,105,205
memoryRocket,6,10,31,0,205
memoryRocket,7,12,43,0,205
memoryRocket,8,14,57,0,205
memoryRocket,9,16,73,0,205
memoryRocket,10,18,91,111,316
memoryRocket,11,20,111,0,316
memoryRocket,12,22,133,0,316
memoryRocket,13,24,157,0,316
memoryRocket,14,27,184,0,316
memoryRocket,15,29,213,117,433
memoryRocket,16,31,244,0,433
memoryRocket,17,34,278,0,433
memoryRocket,18,36,314,0,433
memoryRocket,19,38,352,0,433
memoryRocket,20,41,393,122,555
memoryRocket,21,43,436,0,555
memoryRocket,22,45,481,0,555
memoryRocket,23,48,529,0,555
memoryRocket,24,50,579,0,555
memoryRocket,25,53,632,129,684
memoryRocket,26,55,687,0,684
memoryRocket,27,58,745,0,684
memoryRocket,28,60,805,0,684
memoryRocket,29,63,868,0,684
memoryRocket,30,65,933,135,819
memoryRocket,31,68,1001,0,819
memoryRocket,32,70,1071,0,819
memoryRocket,33,73,1144,0,819
memoryRocket,34,75,1219,0,819
memoryRocket,35,78,1297,142,961
memoryRocket,36,81,1378,0,961
memoryRocket,37,83,1461,0,961
memoryRocket,38,86,1547,0,961
memoryRocket,39,88,1635,0,961
memoryRocket,40,91,1726,149,1110
memoryRocket,41,94,1820,0,1110
memoryRocket,42,96,1916,0,1110
memoryRocket,43,99,2015,0,1110
memoryRocket,44,102,2117,0,1110
memoryRocket,45,104,2221,157,1267
memoryRocket,46,107,2328,0,1267
memoryRocket,47,110,2438,0,1267
memoryRocket,48,112,2550,0,1267
memoryRocket,49,115,2665,0,1267
memoryRocket,50,118,2783,165,1432
memoryRocket,51,121,2904,0,1432
memoryRocket,52,123,3027,0,1432
memoryRocket,53,126,3153,0,1432
memoryRocket,54,129,3282,0,1432
memoryRocket,55,131,3413,174,1606
memoryRocket,56,134,3547,0,1606
memoryRocket,57,137,3684,0,1606
memoryRocket,58,140,3824,0,1606
memoryRocket,59,142,3966,0,1606
memoryRocket,60,145,4111,183,1789
memoryRocket,61,148,4259,0,1789
memoryRocket,62,151,4410,0,1789
memoryRocket,63,154,4564,0,1789
memoryRocket,64,156,4720,0,1789
memoryRocket,65,159,4879,193,1982
memoryRocket,66,162,5041,0,1982
memoryRocket,67,165,5206,0,1982
memoryRocket,68,168,5374,0,1982
memoryRocket,69,170,5544,0,1982
memoryRocket,70,173,5717,204,2186
memoryRocket,71,176,5893,0,2186
memoryRocket,72,179,6072,0,2186
memoryRocket,73,182,6254,0,2186
memoryRocket,74,185,6439,0,2186
memoryRocket,75,187,6626,215,2401
memoryRocket,76,190,6816,0,2401
memoryRocket,77,193,7009,0,2401
memoryRocket,78,196,7205,0,2401
memoryRocket,79,199,7404,0,2401
memoryRocket,80,202,7606,227,2628
memoryRocket,81,205,7811,0,2628
memoryRocket,82,207,8018,0,2628
memoryRocket,83,210,8228,0,2628
memoryRocket,84,213,8441,0,2628
memoryRocket,85,216,8657,241,2869
memoryRocket,86,219,8876,0,2869
memoryRocket,87,222,9098,0,2869
memoryRocket,88,225,9323,0,2869
memoryRocket,89,228,9551,0,2869
memoryRocket,90,231,9782,255,3124
memoryRocket,91,233,10015,0,3124
memoryRocket,92,236,10251,0,3124
memoryRocket,93,239,10490,0,3124
memoryRocket,94,242,10732,0,3124
memoryRocket,95,245,10977,270,3394
memoryRocket,96,248,11225,0,3394
memoryRocket,97,251,11476,0,3394
memoryRocket,98,254,11730,0,3394
memoryRocket,99,257,11987,0,3394
memoryRocket,100,260,12247,286,3680
memoryRocket,101,263,12510,0,3680
memoryRocket,102,266,12776,0,3680
memoryRocket,103,269,13045,0,3680
memoryRocket,104,272,13317,0,3680
memoryRocket,105,275,13592,304,3984
memoryRocket,106,278,13870,0,3984
memoryRocket,107,281,14151,0,3984
memoryRocket,108,284,14435,0,3984
memoryRocket,109,287,14722,0,3984
memoryRocket,110,289,15011,322,4306
memoryRocket,111,292,15303,0,4306
memoryRocket,112,295,15598,0,4306
memoryRocket,113,298,15896,0,4306
memoryRocket,114,301,16197,0,4306
memoryRocket,115,304,16501,342,4648
memoryRocket,116,307,16808,0,4648
memoryRocket,117,310,17118,0,4648
memoryRocket,118,313,17431,0,4648
memoryRocket,119,316,17747,0,4648
memoryRocket,120,319,18066,363,5011
memoryRocket,121,322,18388,0,5011
memoryRocket,122,325,18713,0,5011
memoryRocket,123,328,19041,0,5011
memoryRocket,124,332,19373,0,5011
memoryRocket,125,335,19708,386,5397
memoryRocket,126,338,20046,0,5397
memoryRocket,127,341,20387,0,5397
memoryRocket,128,344,20731,0,5397
memoryRocket,129,347,21078,0,5397
memoryRocket,130,350,21428,409,5806
memoryRocket,131,353,21781,0,5806
memoryRocket,132,356,22137,0,5806
memoryRocket,133,359,22496,0,5806
memoryRocket,134,362,22858,0,5806
memoryRocket,135,365,23223,435,6241
memoryRocket,136,368,23591,0,6241
memoryRocket,137,371,23962,0,6241
memoryRocket,138,374,24336,0,6241
memoryRocket,139,377,24713,0,6241
memoryRocket,140,380,25093,462,6703
memoryRocket,141,383,25476,0,6703
memoryRocket,142,386,25862,0,6703
memoryRocket,143,389,26251,0,6703
memoryRocket,144,392,26643,0,6703
memoryRocket,145,396,27039,490,7193
memoryRocket,146,399,27438,0,7193
memoryRocket,147,402,27840,0,7193
memoryRocket,148,405,28245,0,7193
memoryRocket,149,408,28653,0,7193
memoryRocket,150,411,29064,520,7713
memoryRocket,151,414,29478,0,7713
memoryRocket,152,417,29895,0,7713
memoryRocket,153,420,30315,0,7713
memoryRocket,154,423,30738,0,7713
memoryRocket,155,426,31164,552,8265
memoryRocket,156,430,31594,0,8265
memoryRocket,157,433,32027,0,8265
memoryRocket,158,436,32463,0,8265
memoryRocket,159,439,32902,0,8265
memoryRocket,160,442,33344,585,8850
memoryRocket,161,445,33789,0,8850
memoryRocket,162,448,34237,0,8850
memoryRocket,163,451,34688,0,8850
memoryRocket,164,454,35142,0,8850
memoryRocket,165,458,35600,620,9470
memoryRocket,166,461,36061,0,9470
memoryRocket,167,464,36525,0,9470
memoryRocket,168,467,36992,0,9470
memoryRocket,169,470,37462,0,9470
memoryRocket,170,473,37935,658,10128
memoryRocket,171,476,38411,0,10128
memoryRocket,172,479,38890,0,10128
memoryRocket,173,483,39373,0,10128
memoryRocket,174,486,39859,0,10128
memoryRocket,175,489,40348,697,10825
memoryRocket,176,492,40840,0,10825
memoryRocket,177,495,41335,0,10825
memoryRocket,178,498,41833,0,10825
memoryRocket,179,501,42334,0,10825
memoryRocket,180,505,42839,737,11562
memoryRocket,181,508,43347,0,11562
memoryRocket,182,511,43858,0,11562
memoryRocket,183,514,44372,0,11562
memoryRocket,184,517,44889,0,11562
memoryRocket,185,520,45409,780,12342
memoryRocket,186,524,45933,0,12342
memoryRocket,187,527,46460,0,12342
memoryRocket,188,530,46990,0,12342
memoryRocket,189,533,47523,0,12342
memoryRocket,190,536,48059,826,13168
memoryRocket,191,539,48598,0,13168
memoryRocket,192,543,49141,0,13168
memoryRocket,193,546,49687,0,13168
memoryRocket,194,549,50236,0,13168
memoryRocket,195,552,50788,873,14041
memoryRocket,196,555,51343,0,14041
memoryRocket,197,558,51901,0,14041
memoryRocket,198,562,52463,0,14041
memoryRocket,199,565,53028,0,14041
memoryRocket,200,568,53596,922,14963
memoryRocket,201,571,54167,0,14963
memoryRocket,202,574,54741,0,14963
memoryRocket,203,578,55319,0,14963
memoryRocket,204,581,55900,0,14963
memoryRocket,205,584,56484,974,15937
memoryRocket,206,587,57071,0,15937
memoryRocket,207,590,57661,0,15937
memoryRocket,208,594,58255,0,15937
memoryRocket,209,597,58852,0,15937
memoryRocket,210,600,59452,1028,16965
memoryRocket,211,603,60055,0,16965
memoryRocket,212,606,60661,0,16965
memoryRocket,213,610,61271,0,16965
memoryRocket,214,613,61884,0,16965
memoryRocket,215,616,62500,1084,18049
memoryRocket,216,619,63119,0,18049
memoryRocket,217,622,63741,0,18049
memoryRocket,218,626,64367,0,18049
memoryRocket,219,629,64996,0,18049
memoryRocket,220,632,65628,1143,19192
memoryRocket,221,635,66263,0,19192
memoryRocket,222,639,66902,0,19192
memoryRocket,223,642,67544,0,19192
memoryRocket,224,645,68189,0,19192
memoryRocket,225,648,68837,1204,20396
memoryRocket,226,651,69488,0,20396
memoryRocket,227,655,70143,0,20396
memoryRocket,228,658,70801,0,20396
memoryRocket,229,661,71462,0,20396
memoryRocket,230,664,72126,1268,21664
memoryRocket,231,668,72794,0,21664
memoryRocket,232,671,73465,0,21664
memoryRocket,233,674,74139,0,21664
memoryRocket,234,677,74816,0,21664
memoryRocket,235,681,75497,1334,22998
memoryRocket,236,684,76181,0,22998
memoryRocket,237,687,76868,0,22998
memoryRocket,238,690,77558,0,22998
memoryRocket,239,694,78252,0,22998
memoryRocket,240,697,78949,1403,24401
memoryRocket,241,700,79649,0,24401
memoryRocket,242,703,80352,0,24401
memoryRocket,243,707,81059,0,24401
memoryRocket,244,710,81769,0,24401
memoryRocket,245,713,82482,1474,25875
memoryRocket,246,716,83198,0,25875
memoryRocket,247,720,83918,0,25875
memoryRocket,248,723,84641,0,25875
memoryRocket,249,726,85367,0,25875
memoryRocket,250,729,86096,1549,27424
memoryRocket,251,733,86829,0,27424
memoryRocket,252,736,87565,0,27424
memoryRocket,253,739,88304,0,27424
memoryRocket,254,743,89047,0,27424
memoryRocket,255,746,89793,1626,29050
memoryRocket,256,749,90542,0,29050
memoryRocket,257,752,91294,0,29050
memoryRocket,258,756,92050,0,29050
memoryRocket,259,759,92809,0,29050
memoryRocket,260,762,93571,1706,30756
memoryRocket,261,765,94336,0,30756
memoryRocket,262,769,95105,0,30756
memoryRocket,263,772,95877,0,30756
memoryRocket,264,775,96652,0,30756
memoryRocket,265,779,97431,1789,32545
memoryRocket,266,782,98213,0,32545
memoryRocket,267,785,98998,0,32545
memoryRocket,268,788,99786,0,32545
memoryRocket,269,792,100578,0,32545
